user_login,user_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
sam_k_lowe,Samantha Lowe,,Acrolophus,Grass Tubeworm Moths,Insecta,118929
sam_k_lowe,Samantha Lowe,Nephrotoma suturalis,Nephrotoma suturalis,,Insecta,294311
sam_k_lowe,Samantha Lowe,,Metazygia zilloides,,Arachnida,263653
sam_k_lowe,Samantha Lowe,,Metazygia zilloides,,Arachnida,263653
sam_k_lowe,Samantha Lowe,,Ozophora picturata,,Insecta,203427
sam_k_lowe,Samantha Lowe,,Phycitinae,Knot-horn Moths,Insecta,122925
sam_k_lowe,Samantha Lowe,,Micromus subanticus,Antique Brown Lacewing,Insecta,210208
sam_k_lowe,Samantha Lowe,,Muscoidea,Muscoid Flies,Insecta,54992
sam_k_lowe,Samantha Lowe,,Metazygia zilloides,,Arachnida,263653
sam_k_lowe,Samantha Lowe,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
sam_k_lowe,Samantha Lowe,,Pterygota,Winged and Once-winged Insects,Insecta,184884
sam_k_lowe,Samantha Lowe,Muscovy Duck,Cairina moschata,Muscovy Duck,Aves,7120
sam_k_lowe,Samantha Lowe,Eastern Bluebird,Sialia sialis,Eastern Bluebird,Aves,12942
sam_k_lowe,Samantha Lowe,Eastern Bluebird,Sialia sialis,Eastern Bluebird,Aves,12942
sam_k_lowe,Samantha Lowe,Lesser Yellowlegs,Tringa flavipes,Lesser Yellowlegs,Aves,3893
sam_k_lowe,Samantha Lowe,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
sam_k_lowe,Samantha Lowe,Semipalmated Plover,Charadrius semipalmatus,Semipalmated Plover,Aves,4817
sam_k_lowe,Samantha Lowe,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
sam_k_lowe,Samantha Lowe,Little Blue Heron,Egretta caerulea,Little Blue Heron,Aves,4937
sam_k_lowe,Samantha Lowe,Mottled Duck,Anas fulvigula,Mottled Duck,Aves,6948
mkinaturalist,"",Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
sam_k_lowe,Samantha Lowe,Great Egret,Ardea alba,Great Egret,Aves,144455
mkinaturalist,"","",Zanclognatha,,Insecta,133639
mkinaturalist,"",Green Anole,Anolis carolinensis,Green Anole,Reptilia,36514
mkinaturalist,"","",Diptera,Flies,Insecta,47822
mkinaturalist,"","",Plestiodon laticeps,Broad-headed Skink,Reptilia,73792
sam_k_lowe,Samantha Lowe,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
sam_k_lowe,Samantha Lowe,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
sam_k_lowe,Samantha Lowe,Solitary Sandpiper,Tringa solitaria,Solitary Sandpiper,Aves,3875
mkinaturalist,"",Wildflower,Verbascum virgatum,Wand Mullein,Plantae,64130
sam_k_lowe,Samantha Lowe,Snowy Egret,Egretta thula,Snowy Egret,Aves,4940
sam_k_lowe,Samantha Lowe,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
sam_k_lowe,Samantha Lowe,Western Cattle-Egret,Ardea ibis,Western Cattle-Egret,Aves,411086
sam_k_lowe,Samantha Lowe,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
sam_k_lowe,Samantha Lowe,blue-eyed grasses,Sisyrinchium,blue-eyed grasses,Plantae,49917
mkinaturalist,"","",Pteridium,brackens,Plantae,52683
sam_k_lowe,Samantha Lowe,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
sam_k_lowe,Samantha Lowe,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
sam_k_lowe,Samantha Lowe,Summer Tanager,Piranga rubra,Summer Tanager,Aves,9915
sam_k_lowe,Samantha Lowe,,Amblytropidia mysteca,Brown Winter Grasshopper,Insecta,213346
sam_k_lowe,Samantha Lowe,Spanish moss,Tillandsia usneoides,Spanish moss,Plantae,49569
mkinaturalist,"","",Edrastima,,Plantae,950304
mkinaturalist,"","",Centruroides hentzi,Hentz Striped Scorpion,Arachnida,199583
mkinaturalist,"",Yellow Butterwort,Pinguicula lutea,Yellow Butterwort,Plantae,166886
sam_k_lowe,Samantha Lowe,,Crotalaria rotundifolia,Rabbitbells,Plantae,131570
mkinaturalist,"","",Quercus virginiana,southern live oak,Plantae,49013
sam_k_lowe,Samantha Lowe,,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",Insecta,47201
sam_k_lowe,Samantha Lowe,Florida Harvester Ant,Pogonomyrmex badius,Florida Harvester Ant,Insecta,228477
mkinaturalist,"",Brown Stink Bugs,Euschistus,Brown Stink Bugs,Insecta,70076
sam_k_lowe,Samantha Lowe,Eastern Fence Lizard,Sceloporus undulatus,Eastern Fence Lizard,Reptilia,36142
ngerlach,,,Graphisurus fasciatus,Banded Graphisurus,Insecta,322989
sam_k_lowe,Samantha Lowe,Coral Bean,Erythrina herbacea,Coral Bean,Plantae,128717
mkinaturalist,"","",Ischnura,Forktails,Insecta,52054
sam_k_lowe,Samantha Lowe,,Morella,Bayberries,Plantae,61040
ngerlach,,,Insecta,Insects,Insecta,47158
mkinaturalist,"",Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
sam_k_lowe,Samantha Lowe,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461
sam_k_lowe,Samantha Lowe,,Stereum,,Fungi,55503
ngerlach,,,Arta olivalis,Olive Arta Moth,Insecta,324634
mkinaturalist,"",Mallow and Hibiscus Family,Malvaceae,Mallow and Hibiscus Family,Plantae,48797
mkinaturalist,"",cabbage palmetto,Sabal palmetto,cabbage palmetto,Plantae,123481
ngerlach,,,Elaver,,Arachnida,172498
mkinaturalist,"",Halloween Pennant,Celithemis eponina,Halloween Pennant,Insecta,50147
ngerlach,,Typical Crane Flies,Tipuloidea,Typical Crane Flies,Insecta,51226
ngerlach,,,Polyphaga,"Water, Rove, Scarab, Long-horned, Leaf, and Snout Beetles",Insecta,71130
sam_k_lowe,Samantha Lowe,,Pterygota,Winged and Once-winged Insects,Insecta,184884
ngerlach,,Horned Spanworm Moth,Nematocampa resistaria,Horned Spanworm Moth,Insecta,81656
ngerlach,,,Elateridae,Click Beetles,Insecta,53248
ngerlach,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
sam_k_lowe,Samantha Lowe,shining sumac,Rhus copallinum,shining sumac,Plantae,126698
sam_k_lowe,Samantha Lowe,Common Lovebug,Plecia nearctica,Common Lovebug,Insecta,127635
sam_k_lowe,Samantha Lowe,spurge nettle,Cnidoscolus stimulosus,spurge nettle,Plantae,160765
aispinsects,Arturo Santos,Moderately Sulcate Warrior Beetle,Pasimachus subsulcatus,Moderately Sulcate Warrior Beetle,Insecta,244520
aispinsects,Arturo Santos,Florida Carpenter Ant,Camponotus floridanus,Florida Carpenter Ant,Insecta,81709
aispinsects,Arturo Santos,Miogryllus,Miogryllus,,Insecta,129142
aispinsects,Arturo Santos,Bird Grasshoppers,Schistocerca,Bird Grasshoppers,Insecta,52159
aispinsects,Arturo Santos,Phoebis sennae,Phoebis sennae,Cloudless Sulphur,Insecta,48550
aispinsects,Arturo Santos,Giant Leopard Moth,Hypercompe scribonia,Giant Leopard Moth,Insecta,63028
aispinsects,Arturo Santos,Erythrina herbacea,Erythrina herbacea,Coral Bean,Plantae,128717
aispinsects,Arturo Santos,Vaccinium,Vaccinium,"blueberries, cranberries, and allies",Plantae,48353
aispinsects,Arturo Santos,Araneidae,Araneidae,Orbweavers,Arachnida,47535
aispinsects,Arturo Santos,Carya glabra,Carya glabra,pignut hickory,Plantae,54789
aispinsects,Arturo Santos,Quercus,Quercus,oaks,Plantae,47851
aispinsects,Arturo Santos,Magnoliopsida,Magnoliopsida,dicots,Plantae,47124
aispinsects,Arturo Santos,Sabal palmetto,Sabal palmetto,cabbage palmetto,Plantae,123481
aispinsects,Arturo Santos,Blaberoidea,Blaberoidea,Giant and Wood Cockroaches,Insecta,81770
aispinsects,Arturo Santos,Green Anole,Anolis carolinensis,Green Anole,Reptilia,36514
paws1985,A. Sabol,Fraternal Potter Wasp,Eumenes fraternus,Fraternal Potter Wasp,Insecta,133765
paws1985,A. Sabol,"",Trichostema fruticosum,Bushy Bluecurls,Plantae,1483642
paws1985,A. Sabol,"",Monarda punctata,spotted horse mint,Plantae,118776
paws1985,A. Sabol,"",Ramalina stenospora,Southern Strap,Fungi,229779
paws1985,A. Sabol,"",Parmotrema,Ruffle Lichens,Fungi,117867
paws1985,A. Sabol,"",Ramalina stenospora,Southern Strap,Fungi,229779
paws1985,A. Sabol,"",Andropogoninae,"bluestems, thatching grasses, and allies",Plantae,1138097
paws1985,A. Sabol,"",Desmodium incanum,creeping beggarweed,Plantae,116694
paws1985,A. Sabol,"",Trichostema fruticosum,Bushy Bluecurls,Plantae,1483642
paws1985,A. Sabol,"",Trichostema fruticosum,Bushy Bluecurls,Plantae,1483642
paws1985,A. Sabol,Firebush,Hamelia patens,Firebush,Plantae,126305
paws1985,A. Sabol,"",Erigeron,fleabanes and horseweeds,Plantae,50879
paws1985,A. Sabol,"",Trichostema fruticosum,Bushy Bluecurls,Plantae,1483642
paws1985,A. Sabol,lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
paws1985,A. Sabol,"",Solidago leavenworthii,Leavenworth's goldenrod,Plantae,169112
paws1985,A. Sabol,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
nstoyan,,Loggerhead Shrike,Lanius ludovicianus,Loggerhead Shrike,Aves,12024
nstoyan,,Snowy Egret,Egretta thula,Snowy Egret,Aves,4940
paws1985,A. Sabol,"",Viola floridana,Florida Violet,Plantae,861652
nstoyan,,American Coot,Fulica americana,American Coot,Aves,473
paws1985,A. Sabol,"",Monarda punctata,spotted horse mint,Plantae,118776
nstoyan,,Alligator Flag,Thalia geniculata,alligator flag,Plantae,127912
nstoyan,,Drummond's phlox,Phlox drummondii,Drummond's phlox,Plantae,126177
paws1985,A. Sabol,Dark Flower Scarab,Euphoria sepulcralis,Dark Flower Scarab,Insecta,53340
paws1985,A. Sabol,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461
paws1985,A. Sabol,tropical milkweed,Asclepias curassavica,tropical milkweed,Plantae,75602
nstoyan,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
paws1985,A. Sabol,"",Chortophaga australior,Southern Green-striped Grasshopper,Insecta,130353
paws1985,A. Sabol,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
nstoyan,,White Sweetclover,Melilotus albus,White Sweetclover,Plantae,58907
paws1985,A. Sabol,"",,,,
paws1985,A. Sabol,"",Orphulella pelidna,Spotted-winged Grasshopper,Insecta,226627
paws1985,A. Sabol,"",Hydrocotyle,water pennyworts,Plantae,56917
paws1985,A. Sabol,"",Desmodium incanum,creeping beggarweed,Plantae,116694
paws1985,A. Sabol,"",Mimosa strigillosa,sunshine mimosa,Plantae,165400
nstoyan,,Tricolored Heron,Egretta tricolor,Tricolored Heron,Aves,4938
paws1985,A. Sabol,"",Asclepias curassavica,tropical milkweed,Plantae,75602
paws1985,A. Sabol,Monarch,Danaus plexippus,Monarch,Insecta,48662
nstoyan,,Killdeer,Charadrius vociferus,Killdeer,Aves,4793
paws1985,A. Sabol,"",Angiospermae,flowering plants,Plantae,47125
paws1985,A. Sabol,lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
paws1985,A. Sabol,"",Solidago leavenworthii,Leavenworth's goldenrod,Plantae,169112
paws1985,A. Sabol,"",Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,vascular plants,Tracheophyta,vascular plants,Plantae,211194
paws1985,A. Sabol,"",Monarda punctata,spotted horse mint,Plantae,118776
paws1985,A. Sabol,"",Condylostylus,,Insecta,122222
paws1985,A. Sabol,"",Mimosa strigillosa,sunshine mimosa,Plantae,165400
ajalyahia,,common water hyacinth,Pontederia crassipes,common water hyacinth,Plantae,962637
jb1634,,"",Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
jb1634,,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
jb1634,,"",Grona triflora,creeping tick trefoil,Plantae,1243255
jb1634,,"",Desmodium incanum,creeping beggarweed,Plantae,116694
jb1634,,lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
paws1985,A. Sabol,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
hofstetters,,Dense-spike Blackroot,Pterocaulon pycnostachyum,Dense-spike Blackroot,Plantae,127267
hofstetters,,"",Vaccinium myrsinites,Shiny blueberry,Plantae,170106
drsaba,,,Vitis aestivalis,summer grape,Plantae,128931
paws1985,A. Sabol,White-eyed Vireo,Vireo griseus,White-eyed Vireo,Aves,17408
hofstetters,,candyroot,Senega nana,candyroot,Plantae,1568926
gcschmidt911,,Salt Marsh Moth,Estigmene acrea,Salt Marsh Moth,Insecta,121612
hofstetters,,Tailed Bracken Fern,Pteridium aquilinum pseudocaudatum,Tailed Bracken Fern,Plantae,205875
whoa_whats_that,David Lewis,Red Fox,Vulpes vulpes,Red Fox,Mammalia,42069
paws1985,A. Sabol,Eastern Towhee,Pipilo erythrophthalmus,Eastern Towhee,Aves,9424
wardcd,,Limpkin,Aramus guarauna,Limpkin,Aves,7
wardcd,,"",Typha,Cattails,Plantae,48686
wardcd,,"",Thalia geniculata,alligator flag,Plantae,127912
loganstratt191,Logan Stratton,Tufted Titmouse,Baeolophus bicolor,Tufted Titmouse,Aves,13632
wardcd,,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
wardcd,,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
wardcd,,Great Egret,Ardea alba,Great Egret,Aves,144455
loganstratt191,Logan Stratton,Carolina Chickadee,Poecile carolinensis,Carolina Chickadee,Aves,144814
wardcd,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
loganstratt191,Logan Stratton,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
wardcd,,Purple Gallinule,Porphyrio martinica,Purple Gallinule,Aves,519
wardcd,,"",Taxodium distichum,baldcypress,Plantae,49666
jb1634,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
wardcd,,"",Pinus palustris,longleaf pine,Plantae,81901
nstoyan,,European Starling,Sturnus vulgaris,European Starling,Aves,14850
wardcd,,"",Pinus taeda,loblolly pine,Plantae,59921
jb1634,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
wardcd,,"",Rhynchospora colorata,whitetop sedge,Plantae,132685
wardcd,,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
jb1634,,"",Carya glabra,pignut hickory,Plantae,54789
nstoyan,,Indian blanket,Gaillardia pulchella,Indian blanket,Plantae,51768
hofstetters,,"",Ilex glabra,gallberry,Plantae,129347
jb1634,,"",Celtis laevigata,sugar hackberry,Plantae,81792
nstoyan,,sunshine mimosa,Mimosa strigillosa,sunshine mimosa,Plantae,165400
jb1634,,"",Camphora officinarum,Camphor,Plantae,1591063
wardcd,,"",Morella cerifera,Southern Wax Myrtle,Plantae,119956
jb1634,,"",Prunus caroliniana,Carolina laurelcherry,Plantae,125845
hofstetters,,"",Hypericum tenuifolium,Sandhill St. John's-wort,Plantae,635332
hofstetters,,netted pawpaw,Asimina reticulata,netted pawpaw,Plantae,128630
hofstetters,,"",Hypericum tetrapetalum,fourpetal St. Johnswort,Plantae,128076
jb1634,,"",Camphora officinarum,Camphor,Plantae,1591063
nstoyan,,Cnidoscolus,Cnidoscolus,,Plantae,81816
wardcd,,"",Hibiscus grandiflorus,Swamp Rosemallow,Plantae,163766
jb1634,,"",Lantana strigocamara,Lantana,Plantae,370492
hofstetters,,coastalplain chaffhead,Carphephorus corymbosus,coastalplain chaffhead,Plantae,154550
nstoyan,,Ebony Jewelwing,Calopteryx maculata,Ebony Jewelwing,Insecta,84481
wardcd,,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479
hofstetters,,"",Quercus geminata,sand live oak,Plantae,121402
jb1634,,"",Macronychiini,,Insecta,1502302
wardcd,,"",Alternanthera philoxeroides,Alligatorweed,Plantae,75386
jb1634,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
jb1634,,Common Lovebug,Plecia nearctica,Common Lovebug,Insecta,127635
jb1634,,Red-banded Hairstreak,Calycopis cecrops,Red-banded Hairstreak,Insecta,122281
jb1634,,"",Condylostylus,,Insecta,122222
hofstetters,,Little Blue Dragonlet,Erythrodiplax minuscula,Little Blue Dragonlet,Insecta,100403
jb1634,,blue mistflower,Conoclinium coelestinum,blue mistflower,Plantae,119095
hofstetters,,"",Gaylussacia nana,Dwarf Dangleberry,Plantae,48351
wardcd,,Sora,Porzana carolina,Sora,Aves,162
hofstetters,,orange milkwort,Senega lutea,orange milkwort,Plantae,1568936
nstoyan,,frostweed,Verbesina virginica,frostweed,Plantae,119982
hofstetters,,"",Paepalanthus anceps,common bogbuttons,Plantae,1445698
hofstetters,,Citrine Forktail,Ischnura hastata,Citrine Forktail,Insecta,103494
wardcd,,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
jb1634,,"",Carya glabra,pignut hickory,Plantae,54789
jb1634,,Banded Hairstreak,Satyrium calanus,Banded Hairstreak,Insecta,58539
wardcd,,Horse Paper Wasp,Polistes major,Horse Paper Wasp,Insecta,244909
hofstetters,,coastal plain staggerbush,Lyonia fruticosa,coastal plain staggerbush,Plantae,164988
jb1634,,Twin-spot Skipper,Oligoria maculata,Twin-spot Skipper,Insecta,226361
jb1634,,Monarch,Danaus plexippus,Monarch,Insecta,48662
jb1634,,"",Erythrodiplax umbrata,Band-winged Dragonlet,Insecta,50342
hofstetters,,chaffheads,Carphephorus,chaffheads,Plantae,123821
jeffripple,,orange milkwort,Senega lutea,orange milkwort,Plantae,1568936
jb1634,,"",Campsis radicans,American trumpet vine,Plantae,75995
jb1634,,painted leaf,Euphorbia cyathophora,painted leaf,Plantae,77109
hofstetters,,"",Pinus palustris,longleaf pine,Plantae,81901
jb1634,,"",Cirsium horridulum,bristle thistle,Plantae,127269
hofstetters,,Carnivorans,Carnivora,Carnivorans,Mammalia,41573
hofstetters,,"",Galactia regularis,eastern milk-pea,Plantae,127897
gcschmidt911,,"",Physalis arenicola,cypresshead groundcherry,Plantae,166800
wardcd,,Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
hofstetters,,"",Chortophaga australior,Southern Green-striped Grasshopper,Insecta,130353
bmtby,,Great Egret,Ardea alba,Great Egret,Aves,144455
hofstetters,,"",Geobalanus oblongifolius,Gopher apple,Plantae,860746
eicash,Elizabeth Cash,Florida Woods Cockroach,Eurycotis floridana,Florida Woods Cockroach,Insecta,372251
jb1634,,white clover,Trifolium repens,white clover,Plantae,55745
hofstetters,,"",Cnidoscolus stimulosus,spurge nettle,Plantae,160765
hofstetters,,"",Exobasidium ferrugineae,,Fungi,578512
whoa_whats_that,David Lewis,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
hofstetters,,"",Hypoxis juncea,fringed star grass,Plantae,126632
jb1634,,"",Fraxinus caroliniana,Carolina Ash,Plantae,163079
wardcd,,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
hannybell,Hannah Bridge,coral honeysuckle,Lonicera sempervirens,coral honeysuckle,Plantae,119809
wardcd,,Anhinga,Anhinga anhinga,Anhinga,Aves,5063
gcschmidt911,,"",Sporobolus junceus,Pineywoods Dropseed,Plantae,169296
wardcd,,Tricolored Heron,Egretta tricolor,Tricolored Heron,Aves,4938
jb1634,,"",Phoradendron leucarpum,American Mistletoe,Plantae,49668
wardcd,,Marsh Rabbit,Sylvilagus palustris,Marsh Rabbit,Mammalia,43102
wardcd,,Green Heron,Butorides virescens,Green Heron,Aves,5020
hannybell,Hannah Bridge,butterfly milkweed,Asclepias tuberosa,butterfly milkweed,Plantae,47912
jb1634,,"",Spodoptera frugiperda,Fall Armyworm Moth,Insecta,132468
hannybell,Hannah Bridge,Pearl Crescent,Phyciodes tharos,Pearl Crescent,Insecta,52925
hofstetters,,Coastal Plain Milkwort,Senega setacea,Coastal Plain Milkwort,Plantae,1569062
hofstetters,,"",Aristida beyrichiana,Southern Wiregrass,Plantae,158654
gcschmidt911,,"",Crocanthemum carolinianum,Carolina rockrose,Plantae,869904
mbacepd,,,Vitis rotundifolia,muscadine,Plantae,82529
hostetm,Mark Hostetler,,Ruellia caroliniensis,Carolina ruellia,Plantae,128653
hostetm,Mark Hostetler,,Salvia,Sages,Plantae,50644
mbacepd,,,Pinus glabra,spruce pine,Plantae,135781
hostetm,Mark Hostetler,,Phlox,phloxes,Plantae,52152
hofstetters,,"",Gordonia lasianthus,Loblolly bay,Plantae,81921
gcschmidt911,,"",Elephantopus elatus,Tall Elephant's-foot,Plantae,126570
hostetm,Mark Hostetler,Indian blanket,Gaillardia pulchella,Indian blanket,Plantae,51768
hostetm,Mark Hostetler,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
hostetm,Mark Hostetler,,Tradescantia ohiensis,Ohio spiderwort,Plantae,79383
hostetm,Mark Hostetler,baldcypress,Taxodium distichum,baldcypress,Plantae,49666
hostetm,Mark Hostetler,,Lepidium,Pepperweeds,Plantae,47203
hostetm,Mark Hostetler,,Cercis canadensis,eastern redbud,Plantae,48502
hostetm,Mark Hostetler,,Ilex vomitoria,Yaupon Holly,Plantae,119955
happyflippers,Radha Krueger,Phyllomydas parvulus,Phyllomydas parvulus,,Insecta,485140
hostetm,Mark Hostetler,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mbacepd,,,Ulmus alata,Winged Elm,Plantae,84292
wardcd,,American Coot,Fulica americana,American Coot,Aves,473
hostetm,Mark Hostetler,,Ilex,hollies,Plantae,53854
wardcd,,Limpkin,Aramus guarauna,Limpkin,Aves,7
hostetm,Mark Hostetler,Marvel of Peru,Mirabilis jalapa,Marvel of Peru,Plantae,50616
mbacepd,,,Sclerosomatidae,Sclerosomatid Harvestmen,Arachnida,57325
carlos72422,Carlos Ariza,,Agave weberi,Weber's Century Plant,Plantae,158105
hostetm,Mark Hostetler,,Magnoliopsida,dicots,Plantae,47124
mbacepd,,,Stachys floridana,Florida Hedgenettle,Plantae,126483
creature_counter,,"",Stachys,Hedgenettles,Plantae,51229
hostetm,Mark Hostetler,,Justicia brandegeeana,Shrimp plant,Plantae,84531
hofstetters,,Yellow Hatpins,Syngonanthus flavidulus,Yellow Hatpins,Plantae,169501
nben,Nicole Benda,sugar hackberry,Celtis laevigata,sugar hackberry,Plantae,81792
hostetm,Mark Hostetler,,Gamochaeta,Everlastings and Cudweeds,Plantae,60958
hostetm,Mark Hostetler,,Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
mbacepd,,,Arundinaria gigantea,river cane,Plantae,121747
hostetm,Mark Hostetler,,Cercis canadensis,eastern redbud,Plantae,48502
hostetm,Mark Hostetler,,Chamaecrista,sensitive and partridge peas,Plantae,53262
wardcd,,"",Podilymbus podiceps,Pied-billed Grebe,Aves,4246
hostetm,Mark Hostetler,,Magnoliopsida,dicots,Plantae,47124
mbacepd,,,Acer floridanum,southern sugar maple,Plantae,48079
creature_counter,,"",,,,
wardcd,,Spotted Sandpiper,Actitis macularius,Spotted Sandpiper,Aves,72458
wardcd,,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
creature_counter,,mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
wardcd,,"",Oreochromis,Tilapias,Actinopterygii,90511
mbacepd,,mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
hofstetters,,"",Libellula auripennis,Golden-winged Skimmer,Insecta,104571
creature_counter,,mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
carlos72422,Carlos Ariza,Eastern Glass Lizard,Ophisaurus ventralis,Eastern Glass Lizard,Reptilia,31981
mbacepd,,,Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
mbacepd,,,Quercus michauxii,swamp chestnut oak,Plantae,119273
mmmoser,,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479
mmmoser,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
mmmoser,,Limpkin,Aramus guarauna,Limpkin,Aves,7
mmmoser,,Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
mmmoser,,Sandhill Crane,Antigone canadensis,Sandhill Crane,Aves,508048
mmmoser,,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744
mmmoser,,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
mmmoser,,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
hofstetters,,hooded pitcher plant,Sarracenia minor,hooded pitcher plant,Plantae,123544
jb1634,,Colubrid Snakes,Colubridae,Colubrid Snakes,Reptilia,26504
wardcd,,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
creature_counter,,"",Krigia,Dwarf dandelions,Plantae,53863
andy520,Andy Natwick,"",Galium bermudense,Coastal bedstraw,Plantae,133301
wardcd,,American black elderberry,Sambucus canadensis,American black elderberry,Plantae,84300
creature_counter,,"",Fuligo septica,Dog Vomit Slime Mold,Protozoa,55483
mbacepd,,,Fuligo septica,Dog Vomit Slime Mold,Protozoa,55483
admiralelk,Michael Allard,Eastern Leaf-footed Bug,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,61256
happyflippers,Radha Krueger,Condylostylus,Condylostylus,,Insecta,122222
wardcd,,"",Sesbania punicea,Scarlet Sesbane,Plantae,79065
hofstetters,,"",Kalmia hirsuta,Sandhill laurel,Plantae,164339
jb1634,,Coralberry,Ardisia crenata,Coralberry,Plantae,158586
eicash,Elizabeth Cash,Mabel Orchard Orbweaver,Leucauge argyrobapta,Mabel Orchard Orbweaver,Arachnida,776900
nathan2v,,"",Thryothorus ludovicianus,Carolina Wren,Aves,7513
prettypickens,Anita Bender,"",Neoconocephalus triops,Broad-tipped Conehead,Insecta,225604
prettypickens,Anita Bender,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
eicash,Elizabeth Cash,Northern Fungus-farming Ant,Trachymyrmex septentrionalis,Northern Fungus-farming Ant,Insecta,232771
creature_counter,,"",Astereae,asters and allies,Plantae,461542
wardcd,,"",Plecia nearctica,Common Lovebug,Insecta,127635
swittstruck,,North American Wheel Bug,Arilus cristatus,North American Wheel Bug,Insecta,48957
creature_counter,,"",Pyrrhopappus carolinianus,Carolina desert-chicory,Plantae,128733
happyflippers,Radha Krueger,Broken-backed Bug,Taylorilygus apicalis,Broken-backed Bug,Insecta,148094
mbacepd,,,Passiflora incarnata,purple passionflower,Plantae,51453
eicash,Elizabeth Cash,Bilimek's Big-headed Ant,Pheidole bilimeki,Bilimek's Big-headed Ant,Insecta,300446
eicash,Elizabeth Cash,Eastern Lubber Grasshopper,Romalea microptera,Eastern Lubber Grasshopper,Insecta,466003
swittstruck,,North American Wheel Bug,Arilus cristatus,North American Wheel Bug,Insecta,48957
eicash,Elizabeth Cash,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
mbacepd,,,Callicarpa americana,American beautyberry,Plantae,49193
eicash,Elizabeth Cash,,Calyptratae,Calyptrate Flies,Insecta,342767
mbacepd,,,Carya glabra,pignut hickory,Plantae,54789
creature_counter,,"",Oxalis,woodsorrels,Plantae,47758
eicash,Elizabeth Cash,Buren's Pyramid Ant,Dorymyrmex bureni,Buren's Pyramid Ant,Insecta,319444
bbreil,,Turtle,Testudines,Turtles and Tortoises,Reptilia,39532
